ser_csf_norm,ser_gm_norm,ser_wm_norm
0.6592520216051551,0.6906487351259849,0.5928500521889886
0.605534919562755,0.5938218104700873,0.6076337489238902
0.6764762226839565,0.5595982376855869,0.5694098458289022
0.4131240087390542,0.4078662828091089,0.33429352018750436
0.49922395605597497,0.5908163271639456,0.41681200812113756
0.3464699668065067,0.3903036586985148,0.20515630234270488
0.47727860259276966,0.3606035537175844,0.26391146507483754
0.6587713452005144,0.4488119688075953,0.5058495921630872
0.6529638902089383,0.6978034894658868,0.610698184024088
0.6539973656381546,0.7808457313273065,0.5253793226659768
0.6432087108656138,0.5410361940529619,0.4832113050693643
0.4600951367171412,0.4375614235213996,0.3999177847059129
0.38031994176418304,0.40396675198862586,0.40551441317090253
0.687961870175492,0.5109843993737235,0.5087288334598428
0.5118081102615222,0.589067124763983,0.4977216709043726
0.41436199334296026,0.4027693263314485,0.42079576179540246
0.60483645313753,0.4571495787371531,0.47288225446043863
0.46803472441339733,0.5439133913904661,0.5506623831054658
0.6494565625537403,0.5887752529752484,0.6777805671797019
0.729847550608781,0.5873237775794925,0.6024204478873911
0.4272294400585936,0.4668085587568795,0.4589293258610549
0.5696101317056725,0.45850069259429793,0.5249418439578714
0.5437510525239522,0.4484716214683989,0.46808968671970863
0.7211886512943351,0.6707827885560144,0.7352554326509831
0.6985224212478135,0.7498520659820453,0.7204215068699484
0.6668663003992782,0.644438608129971,0.6875119566489554
0.7463125570509138,0.5425254420044122,0.6302539156652389
0.6486840606776066,0.49026805626597614,0.6186903643027615
0.7224004104758492,0.7126191734660738,0.7086382221320996
0.648117161161553,0.6591295502817873,0.6096171293848451
0.6008798966311704,0.5936717058545269,0.5183418982699951
0.7424539658370645,0.6459172793938601,0.6296026138560168
0.7096958201676512,0.6848599617556752,0.8025970586743851
0.8781673373387441,0.8420013278328314,0.8876071899628079
0.936707581642441,0.6583089339871339,0.7458046653594866
0.4654397994382679,0.39320241140299406,0.48457104721020106
0.5673959365256951,0.3700406286003192,0.5791733888287323
0.763889481280321,0.4314001439379246,0.713317016924588
0.6629735921729552,0.4781557785130947,0.6266340883378535
0.6161273548046612,0.6853347624942592,0.6646007743026583
0.6239457512344209,0.6693325028465694,0.6217774301285639
0.648539830338413,0.6593401924348244,0.6231367771752448
0.7507041309067668,0.6869599958297382,0.7394075268699094
0.6262651203685751,0.6924309174826488,0.6851401593869676
0.5601009469095998,0.633311210460349,0.5895398399615094
0.6998011899964811,0.5054651053097489,0.5434454941236819
0.7182712802349144,0.5230251372391104,0.5950502732723152
0.6968016475783094,0.5501014105228381,0.5842441121345999
0.6678032525222339,0.6042734935762493,0.5846214390792676
0.6425042000392742,0.6572203155058117,0.7389354036547263
0.7937432421995557,0.670824372513962,0.6545212890347855
0.5358161895295082,0.5195012856890309,0.5312384005981298
0.41503825979377457,0.5488639845228215,0.563932164172015
0.5219794579036934,0.6090708979827747,0.5631449740850665
0.6480196568987298,0.4661853171374166,0.6339766032950934
0.7164177139142408,0.7404791467309335,0.8457152950728359
0.8392262002545695,0.8762874434541402,0.7640750586180228
0.8226879804382472,0.6829579506944016,0.7613991582551304
0.9437497200302375,0.9273488082458008,0.8736692959024571
0.7814693716115835,0.739774092317583,0.7081677867365853
0.7817689526106707,0.638640995069315,0.6705840238952386
0.7786150836237469,0.6169878082989949,0.7105656104261681
0.7726510966851666,0.7225979741713912,0.6748261739764972
0.7957037510515524,0.9090555959482798,0.8812354192755185
1.0,1.0,1.0
0.6887580681853517,0.7767307565083226,0.8106787879279062
0.7305770713263475,0.6051513723093924,0.7167740058356658
0.7142919026057444,0.7123203870850233,0.7892919591658449
0.8599916340225445,0.6793915812884029,0.8502270376012556
0.8353633663182702,0.6267986416089261,0.7718159625253145
0.5390003009976116,0.49979029053935425,0.6565029103136036
0.7529756372351591,0.6886411347273528,0.8057547629630001
0.8854041208441795,0.7854255038802421,0.8549881253496823
0.8895949044933648,0.9336906997201682,0.9264518613155821
0.7436084290218246,0.7614678748838266,0.8782196830224289
0.6117258275105139,0.585590308885136,0.6634750555513244
0.43040086055295707,0.6789907106450892,0.612550052683629
0.6442776339809833,0.5474170136424036,0.7191858242631439
0.6511145128246554,0.49465425550007147,0.6632725414185288
0.6572000016357635,0.6471532676106542,0.6873557382372367
0.6703161969467425,0.6397561827155394,0.7561499548628356
0.6851167581813582,0.6223615538736793,0.6884937169236566
0.4885635664223087,0.5260555028224054,0.4911868685435518
0.4983572942525784,0.48192204762906976,0.44814776924683997
0.5602429525668529,0.3078740865098868,0.45010736922880634
0.5226699360887342,0.3880791319051954,0.4171144136721967
0.620243611116351,0.6453925349444385,0.5217529347998406
0.6366033577260375,0.6674814760556568,0.5104752993996678
0.43507674186956474,0.3668382697662102,0.2719891909667439
0.39837183837456236,0.36687090790331556,0.21490629826325175
0.6488469434460464,0.5704342871606479,0.582344473633283
0.6967281864226575,0.5296404875511227,0.5212316888375044
0.6002692729326234,0.6510952768549996,0.5271805762244756
0.5203731163807321,0.8094977796713034,0.6314969338480314
0.5823311250599592,0.6769591911934081,0.6971122059672483
0.6000261727064496,0.4851087029015663,0.4562486794101542
0.47936944859927133,0.46707160128614067,0.46923103731092614
0.6594455759225946,0.5983876506208631,0.6336536904281795
0.480565727504443,0.6323487211030628,0.5246059260354092
0.38979166632873746,0.49002813382041993,0.40789026570892345
0.46702290015446896,0.29463311020718735,0.27304243599475675
0.4251266185330662,0.42840278101509705,0.2682461488172011
0.6070287971970845,0.6270612352613967,0.5178334633878408
0.6565388116474657,0.6686699175858886,0.49913239119373876
0.6236301072358852,0.5846927747948077,0.5354492843908565
0.6217771606828102,0.544903380018932,0.49155547109173026
0.8256371888095682,0.6336368882911894,0.6458057711260107
0.4634056792622986,0.615891575606355,0.5225106146611384
0.4495349538793552,0.599929861562616,0.5758272559998731
0.46621860221329037,0.5666978871214572,0.472985925484841
0.5267216759038434,0.5367960209213348,0.40376417909138607
0.5605864123127086,0.5919580508539872,0.5484450555907887
0.7217204896836626,0.612968736985599,0.5755300214757232
0.7374690856026163,0.7166868102018701,0.5279375388233968
0.5637708949642664,0.6281623940020447,0.5771444650629728
0.9865487302770467,0.8489983102117651,0.818184805660724
0.9440172099820714,0.5284675279734404,0.604489470789459
0.3736224883863588,0.04529470110576111,0.16012491865781
0.0,0.10595885954732669,0.15122904375580568
0.4484366719185098,0.4406692658990962,0.509920421965449
0.7088455654291336,0.7849268570189181,0.7044831285206623
0.7230203086739091,0.6910407994444935,0.6297306851222623
0.6786900868507368,0.6078832838659998,0.5571548809690976
0.7192184324692399,0.8528695323804152,0.6526854774397403
0.500067089160833,0.6459007510375895,0.630852887391856
0.6970528671190934,0.5497010936034236,0.7375088043857
0.6054308134463059,0.5966493796332699,0.7109359564022205
0.45588211330031686,0.5120528906266741,0.4983961071339086
0.5000880217340155,0.5229922009534805,0.42575900051787247
0.3139838851685096,0.5075904663917059,0.4075991977294038
0.5227821306927185,0.5988266159323463,0.7325926296606461
0.709180393687542,0.7121141689228896,0.7820915861744727
0.7915886943232928,0.5940779651617306,0.6294339026410286
0.5918135345911718,0.40872823129642255,0.43617582816805306
0.7287775835132994,0.4173233878236169,0.4408737250951214
0.5485817851219639,0.49089430852704974,0.4529497795787961
0.4907699143336599,0.494930699271223,0.3963944573559789
0.4321391935569196,0.43703417515047766,0.36503987834808654
0.6178743784782562,0.4410480399412781,0.4580430763453842
0.4455437861042654,0.43267556748224956,0.5004211260084936
0.6911710394636441,0.7749354289750726,0.8437382008687765
0.8562142496677349,0.7577340754485155,0.8368543266865499
0.7393359102517282,0.498235841064108,0.5636544585916662
0.634643730171812,0.3364217729913478,0.48531325059677644
0.7278563751772172,0.540919051587308,0.5346211917649528
0.657160256799002,0.5640341521849617,0.5810093657321422
0.7191858355867824,0.44840098327908123,0.5406351753873925
0.664699267894627,0.5244531998896456,0.5923116576824464
0.7874749293711537,0.5602806083921533,0.5555903046370142
0.6239472329512693,0.4908310323636651,0.6338932792536837
0.6386556119516404,0.6272088621293012,0.5126766145580701
0.7897614232914385,0.7048872861164986,0.6912749147372733
0.6360961920611662,0.715660455118306,0.6604591914034313
0.689041883842111,0.6613864387628691,0.6622911346718812
0.4543351079158179,0.513765769813682,0.44131862447529724
0.5201657995395756,0.5948872978650166,0.4859552322365958
0.5120824157540655,0.6387241491064356,0.704685817206069
0.8527722280720567,0.671966152855939,0.8050604209498826
0.433392864920947,0.6868864180600003,0.46098620863405454
0.3984581214522832,0.5523961278018084,0.4820050221973851
0.5762810336761222,0.5599687792053141,0.5183733161235407
0.83628165487208,0.49205645016118105,0.5897229957712083
0.6102370258686233,0.23597997287294364,0.16547520135256671
0.33901589803117327,0.0,0.0
0.4461985892250691,0.28995543195737405,0.1335343613102111
0.3180630427071508,0.5169714062381326,0.2831373587735213
0.6497967405340314,0.524124305682778,0.3900526712751547
0.4044370624987425,0.5022303015341781,0.5373112829320207
0.5785333527732722,0.5142373453881092,0.5156122263781302
0.6835998205517126,0.39721720972788516,0.46197872042245036
0.9094835954864372,0.6631846665644106,0.7181742881664656
0.7268167512962843,0.78908719891283,0.6971520298049905
0.7031250927944228,0.7109272778041473,0.7231882055630761
0.5648169424741398,0.5002613190600207,0.6651675489400865
0.7053174377672821,0.5695402705393449,0.6360855063934434
0.5650689365689787,0.6592644575947398,0.6413126468283603
0.7431278721221999,0.6546677036598815,0.7085684795995485
0.7877218286820358,0.7511691878785794,0.8025221666820931
0.948853099049358,0.7289150349730941,0.7447436256459735
0.6575463116534547,0.7124416061251574,0.7541921811600085
0.7559820210272304,0.6823356534873384,0.8564528305473602
0.6149164879678651,0.4731701145253278,0.560001485927573
0.4366394126858112,0.4360419432146396,0.5242298829477753
0.4552435039683874,0.5465558117006546,0.5200166778905931
0.5813548590394476,0.6574673470696674,0.6656455300828281
0.7554480135320969,0.7930414442650354,0.8113732458246643
0.6053526199244679,0.6794371023606998,0.7484751386375836
0.825887664253166,0.6595743885215352,0.6371104763768671
0.5879776461710781,0.7089486450326676,0.6527123460232835
0.6164808816756457,0.7870699615186864,0.7574477501897104
0.8148391066574416,0.8593759108563567,0.8853339174933806
0.7184534422143074,0.686643647817688,0.6078877429624756
0.7201970003572343,0.5115504295592677,0.5507509203257833
0.6328434077251074,0.5606876103234003,0.6509293954798098
0.7314164949353379,0.6730542783026033,0.7514532226272723
0.6264452423018094,0.6715551120642717,0.696175646682811
